,company_name,position
1043,TrueMotion,3
975,Take-Two,3
1114,Waystar,3
82,Apple,3
944,Staples,3
49,Akuna Capital,3
89,Argonne National Laboratory,3
1058,UL LLC,3
1033,Trial Courts of Massachusetts,3
838,PwC,3
990,The Cervantes Group,3
820,Plymouth Rock Assurance Corporation,3
996,The Farmer's Dog,3
1007,The New York Times,3
1169,enableit,3
989,The Boston Consulting Group,3
816,Planned Parenthood League of Massachusetts,3
821,Poppin,3
807,Penguin Random House LLC,3
822,"PowerAdvocate, Inc",3
461,Glassdoor,2
1057,UL,2
467,Globetrotters Engineering Corporation,2
1054,UBMD Pediatrics,2
469,Goby Inc,2
1049,Twentieth Century Fox,2
1045,Trusymmetry Inc,2
518,Homesite Insurance,2
516,Hinge,2
483,Grubhub,2
446,Fusion5,2
1030,Transfix.io,2
488,HP HOOD,2
514,Hewlett Packard Enterprise,2
495,Harvard Bioscience,2
1032,Trexin Consulting,2
504,Health Management Systems,2
503,Health Leads,2
1034,Trianz,2
498,Harvard Pilgrim Health Care,2
1015,Thermo Fisher Scientific,2
510,Hearst,2
487,HNI Corporation,2
492,Harnham US,2
512,Hektoen Institute LLC,2
490,HUB International,2
1039,Tripp Lite,2
489,HSBC,2
505,Health Quest,2
1070,Union College,2
434,Formlabs,2
1076,University of Illinois at Chicago,2
364,Draft,2
392,Emerson Hospital,2
388,Elevate Technology Solutions,2
1133,Wolverine Trading,2
1137,WorkMarket,2
1140,XPO Logistics,2
373,Dupage Medical Group,2
371,Dunkin' Brands,2
1143,Yesway,2
1153,Zoro Tools,2
1155,Zylotech,2
400,ErisX,2
356,Discover Financial Services,2
1159,comScore,2
1161,divvyDOSE,2
354,Digital Third Coast,2
352,Deutsche Bank,2
1170,ezCater,2
1172,iSeeCars.com,2
336,DataAxxis,2
1177,the NBA,2
1126,Whitecap Search,2
401,Essani International,2
440,Fragomen,2
420,Fareportal Inc.,2
1078,"V&V Supremo Foods, Inc.",2
1079,VISITING NURSE SERVICE OF NEW YORK,2
1082,"Vail Systems, Inc.",2
1011,The Rockport Group,2
427,Fitbit,2
1088,Veolia,2
423,Federal Reserve Bank of Chicago,2
1094,Viacom,2
422,Federal Reserve Bank of Boston,2
1095,VideoAmp,2
403,Etiometry,2
1096,Vigilant Web Inc,2
1099,Virgin Pulse,2
416,FIS,2
411,Experian,2
410,Exelon Corporation,2
1121,Wells Fargo,2
1122,Westchester County Department of Health,2
1123,Wework Solutions Inc,2
405,Everspring,2
524,Hub Group,2
804,Pear Therapeutics,2
1009,The Parking Spot,2
727,New York City DEPT OF HEALTH/MENTAL HYGIENE,2
329,DCI,2
741,New York Media LLC,2
740,New York Life Insurance Co,2
852,Railroad19,2
854,Randa Accessories,2
856,Raytheon,2
858,RedMane Technology,2
861,Relayr,2
867,Right Choice Resources,2
835,Publicis Spine,2
726,New York City DEPT OF ENVIRONMENT PROTECTION,2
725,New York City DEPT OF DESIGN & CONSTRUCTION,2
724,New York City DEPARTMENT OF FINANCE,2
879,SEMA4,2
723,New York City ADMIN FOR CHILDREN'S SVCS,2
720,Netlan Technology,2
880,SFL Scientific,2
881,SIRVA,2
745,New York eHealth Collaborative,2
750,Nift,2
705,NYC Health + Hospitals,2
768,Nuveen,2
811,Peri Formwork Systems - USA,2
793,PROVI,2
789,PCMI Corporation,2
812,Pfizer,2
776,Old Mission Capital,2
774,"Odyssey Systems Consulting Group, Ltd",2
770,OM1,2
769,OC10 Inc.,2
817,Plantek Consulting,2
751,Nift Networks,2
819,Pluris Marketing,2
823,Precima,2
756,Northeast Bank,2
755,Noom US,2
826,"Premium Technology, Inc.",2
833,Protege,2
754,Noble Supply & Logistics,2
834,Public Consulting Group,2
707,NYU Langone,2
702,NORC at the University of Chicago,2
529,IBM,2
580,Jenzabar,2
950,Steffian Bradley Architects,2
597,Keurig Dr Pepper Inc.,2
961,Synechron,2
596,Kemper,2
962,Syneos Health Commercial Solutions,2
591,KKI Capital,2
1,1010data,2
971,TEEMO,2
974,Taboola,2
615,Liberty Mutual Insurance,2
980,Tapad,2
983,Telecom Brokerage,2
559,Institute of Culinary Education,2
806,Peloton,2
547,IlliniCare Health Plan,2
542,IQVIA,2
536,IMP Consulting,2
531,IEX Group,2
603,Kronos Incorporated,2
619,LiveRamp,2
701,NJOY,2
914,Shutterstock,2
891,Saggezza,2
694,Mount Sinai Health System,2
894,Sandhill Investment Management,2
690,Montefiore Medical Center,2
895,Sanofi,2
679,Microsoft,2
902,"Sentinel Technologies, Inc.",2
674,Memorial Sloan Kettering,2
925,Slalom Consulting,2
622,LogMeIn,2
664,McDonald's Corporate,2
661,Mayor's Office of Contract Services,2
933,SoftwareONE,2
936,Source Alliance Network LLC,2
648,Mars,2
646,Manulife,2
945,Starcom,2
630,Lumere,2
548,Illinois Network of Charter Schools,2
589,KBRA,2
182,Burning Glass Technologies,2
88,Archdiocese of Chicago,2
24,AMS Practice Management,2
59,Allstate,2
115,BMC HealthNet Plan,2
250,Chicago Teachers Pension Fund,2
91,Arrayo,2
61,AlphaSights Ltd.,2
121,Balyasny,2
245,Charles Schwab,2
211,Capax Global LLC,2
131,Berkshire Hathaway Specialty Insurance,2
64,Amazon Robotics LLC,2
217,Cardinal Intellectual Property,2
310,CoverWallet,2
135,Bevi,2
237,Centene Corporation,2
190,CBRE,2
110,BAI Online,2
290,Compass,2
279,Columbia University,2
199,COTA,2
101,Autodesk,2
274,Cognizant,2
98,Atlantic Media,2
46,AiCure,2
277,Collins Aerospace,2
96,Aspen Technology,2
58,AllianceBernstein,2
52,"Alexion Pharmaceuticals,Inc.",2
32,Acadian Asset,2
53,Align,2
283,Comcast,2
264,ClimaCell,2
29,AZUL PARTNERS,2
219,CareDash,2
42,Advocate Health Care,2
168,Brandwatch,2
148,Blue Cross Blue Shield of Massachusetts,2
157,Boston Moves Real Estate,2
7,7Park Data,2
222,Cars.com,2
4,2019 Nanjing Enterprise Global Network Interactive...,2
318,Critical Mass,2
323,Crowe,2
149,Blue Elephant Capital Management,2
74,Analytic Partners,2
314,Credibly,2
99,Atrius Health,1
93,Ascensia Diabetes Care,1
957,"Sunrise Futures, LLC",1
893,Sandata Technologies,1
95,Ascent Services Group,1
81,"Appfigures, Inc.",1
94,Ascensus,1
874,Rue Gilt Groupe,1
949,State of Illinois,1
897,Scout Lab,1
100,Attadale Partners,1
83,Applecart,1
898,Sea Machines Robotics Inc.,1
947,Starry,1
899,SecurityScorecard,1
900,Securus Technologies,1
946,Starr Companies,1
892,Sagitec,1
951,Steward Medical Group,1
952,"Strata Decision Technology, L.L.C.",1
956,SullivanCotter,1
878,SBLI,1
80,AppNexus,1
97,Asta CRS,1
883,SOURCEMAP,1
884,SP Plus Corporation,1
954,Stylelabs a Sitecore company,1
885,SP+,1
886,SPR,1
887,SREYO LLC,1
953,Strike Social,1
888,SSA & Company,1
889,SWC Technology Partners,1
901,Seniorlink,1
877,S&P Global Ratings,1
876,S&P GLOBAL MARKET INTELLIGENCE,1
890,"Safety NetAccess, Inc.",1
903,Serial Box,1
92,ArrowStream,1
927,Sodexo,1
920,Sinai Health System,1
921,Sky I.T. Group (Sky Business Intelligence Team),1
922,Skyline AI,1
923,Skyray Instrument Inc,1
924,Slack,1
90,Arnold,1
939,SpotHero,1
926,SmartAsset,1
938,Spectrum,1
919,Simply Business,1
928,Sodexo Inc.,1
937,Source of Future Technology Inc,1
929,"Sofbang, LLC",1
87,Arcadia.io,1
935,Sony Music Entertainment,1
934,Solstice,1
930,Softvision,1
931,Software Flux,1
86,Aramark,1
918,Simplify Compliance,1
932,Software Quality Associates,1
911,ShopRunner,1
904,SessionM,1
905,Seyfarth Shaw LLP,1
906,Shareablee,1
907,Shields Health Care Group,1
908,Shift Technology,1
84,AppsChopper,1
909,"Shinetech Software, Inc.",1
910,Shirley Ryan Ability Lab,1
85,"Aquanima, a Santander Company",1
917,Simon Property Group,1
912,Shorelight Education,1
943,Stantec,1
913,Shoy Consulting,1
942,Standard Media Index,1
941,Sprout Social,1
915,"Sifos Technologies, Inc.",1
873,"Roti Restaurants, LLC",1
916,"Sigmoid, Bengaluru",1
327,CysKen,1
862,Rent the Runway,1
872,Roti Modern Mediterranean,1
132,BerlandTeam,1
136,BigTime Software,1
794,Panasonic North America,1
795,Pangea Real Estate,1
796,Panjiva,1
797,Paperless Post,1
798,Park Place Technologies,1
800,PatientPing,1
801,Paul May & Associates,1
802,Paychex Inc.,1
134,Better.com,1
805,Pegasus Knowledge Solutions,1
791,PHOTON,1
130,Berkshire Grey,1
808,People's United Bank,1
129,Benefits Science Technologies,1
810,Perceptive Automata,1
128,BenchPrep,1
127,Beeswax,1
813,PillPack,1
814,"Pinpoint Pharma, LLC",1
815,"Piping Rock Health Products, LLC",1
126,Bayer,1
792,PNC Financial Services Group,1
790,PEAK6,1
871,Riskonnect Inc,1
777,Ollie Pet,1
767,Numerator,1
144,Blommer Chocolate Company,1
143,Blink Health,1
142,BlackRock,1
771,Oak Street Health,1
772,Oath Inc,1
773,Octane Lending,1
141,Black Diamond Therapeutics,1
775,Ogilvy,1
140,Bitly,1
778,Olmstead Associates,1
137,Bilin Technology,1
779,Omnitracs,1
780,"Open Data Science, LLC",1
781,OppLoans,1
782,Optimatum Group LLC,1
783,Options Clearing Corporation,1
784,Oracle,1
785,Ordergroove,1
786,Organogenesis,1
787,Ortho Clinical Diagnostics,1
139,Birchbox,1
125,"Bay State IT, Inc.",1
124,Barrington James,1
123,Bankers Healthcare Group,1
859,Redwood Logistics,1
849,"RL Controls, LLC",1
850,RMA of NY,1
851,RTI International,1
109,BACloudSystems,1
853,Ralph Lauren,1
108,BACKTRACE,1
855,Raps Consulting INC,1
107,Away,1
857,Realplay Sports,1
106,Avionos,1
105,Avigilon,1
120,Backstop Solutions Group LLC,1
104,Averity,1
959,"Switchfast Technologies, LLC",1
863,Research Partnership,1
864,"Reserve Advisors, Inc.",1
865,"Resolute Management, Inc.",1
866,Reverb,1
102,Automation Finance,1
868,RightHand Robotics,1
869,Rise Interactive,1
870,"Risk Placement Services, Inc",1
848,RL Canning,1
847,RGBSI,1
846,RAY ALLEN Inc,1
845,RAPP,1
119,Babson College,1
118,BTMG USA,1
824,Precise - Int,1
825,Precision For Value,1
827,Prescribe Wellness LLC,1
828,Primary Search Management,1
829,Primax,1
830,Primera,1
831,Progress Software Corporation,1
832,Progyny,1
114,BHE,1
113,BGC Partners,1
112,BDP International,1
836,PureTech Health,1
837,Pursuit Software Inc.,1
111,BAIN & COMPANY,1
840,QIAGEN,1
841,QuaEra,1
842,Quantexa,1
843,Quartet Health,1
844,R2 Commerce,1
958,Swiss Re,1
973,TTEC,1
960,Synchrony,1
23,AMC Networks,1
1102,"Vizient, Inc.",1
1103,Voluntis,1
1104,Voray,1
1105,"W.W. Norton & Company, Inc.",1
1107,"WIRB-Copernicus Group, Inc.",1
1108,WSP USA,1
1109,Warehouse Direct Workplace Solutions,1
1110,Warner Bros Careers,1
1111,Warner Music Group,1
1112,Wavicle Data Solutions LLC,1
22,ALLOYA CORPORATE FEDERAL CREDIT UNION,1
1100,Vital Proteins,1
21,AIRINC,1
1116,WebMD,1
1117,Weber Shandwick,1
1118,Webster Consulting Group,1
20,AIR,1
1120,Well,1
19,AIG,1
18,AHP Servicing LLC,1
17,AFFINITY HEALTH PLAN,1
1124,Whistle,1
1101,VitalHealth Software,1
25,AP Intego,1
1072,United States District Court,1
1085,Veeva Systems,1
37,Acronis International GmbH,1
1075,Univar Solutions,1
36,AccuWeather Careers,1
1077,Utilisave,1
35,Access Information Protected,1
33,Acceleron Pharma,1
1080,VSoft Corporation,1
1081,Vaco,1
1083,Vantage Deluxe Travel,1
1084,Vantiv,1
1086,Venture Financial Systems,1
1098,VillageMD,1
1087,Venusgeo ( Senthil@venusgeo.com),1
31,Abbott Laboratories,1
1089,Veritone,1
30,Abacus Insights,1
1092,Via,1
1093,ViaVan,1
28,AWI Technology Website;AWI Engineering Website,1
27,ASSURANCE,1
26,ASCAP,1
1097,Village Care,1
1125,White & Case,1
15,AECOM,1
14,ACE Hardware,1
1165,eQHealth Solutions,1
1154,Zovio,1
8,"A Distributors, inc.",1
1156,[m]Platform,1
1157,amdocs,1
1158,cohesionIB,1
1160,devwrx,1
6,605,1
1162,dv01,1
1163,eClerx LLC,1
1164,eLogic LLC,1
1166,"eSociates, LLC",1
1128,Willis Towers Watson,1
1167,"eiWorkflow Solutions, LLC",1
1168,enableIT,1
5,4969BR,1
1171,hoytNIVA,1
3,1stdibs.com,1
1173,impakt Advisors,1
1174,intellyk solutions,1
1175,jump ramp,1
1176,qSS,1
2,1199SEIU Family of Funds,1
9,"A&Z Pharmaceutical, Inc.",1
1152,Zones,1
1151,Zipcar,1
1150,Zerto,1
1129,Winsight LLC,1
1130,Wintrust Bank,1
1131,Wintrust Financial Corporation,1
1132,Wintrust Wealth Management,1
13,ABVNBYOND,1
1134,Women's World Banking,1
1135,WordStream,1
1136,WorkFusion,1
12,ABC Legal Services Inc.,1
1138,Workable,1
1139,Worldgroup Careers MWT,1
11,A123 Systems LLC,1
1141,XR Trading LLC,1
1142,YMCA of Greater New York,1
10,A123 Systems,1
1144,"Yoh, A Day & Zimmermann Company",1
1145,YouTube,1
1146,Yusen Logistics (Americas) Inc,1
1147,ZOLL Medical Corporation,1
1148,Zacks.com,1
1149,"ZebraEdge, Inc.",1
1073,United Way of Greater Rochester- Systems Integrati...,1
38,Acurity,1
78,Anritsu Infivis Inc,1
1000,The ICA Group,1
67,American Arbitration Association,1
65,"Amazon Web Services, Inc.",1
991,The Chartis Group,1
992,The City University of New York (CUNY),1
993,The Core Organization,1
994,The Empire State Realty Trust,1
995,The Estée Lauder Companies,1
997,The Federal Home Loan Bank of Chicago,1
998,The Field Museum,1
999,The HOUSEpital,1
1001,The Jewish Federations of North America,1
987,TetraScience,1
1002,The Knot Worldwide,1
1003,The Learning Corp,1
1004,The MENTOR Network,1
1005,The Marketing Store,1
1006,The NPD Group,1
63,Amadeus,1
1008,The Panther Group,1
62,Altarum,1
1010,The Raymond Corporation,1
60,Ally Financial Inc.,1
988,The Art Institute of Chicago,1
986,Tessella,1
39,Adaptable LLC,1
972,TGT,1
77,Anonymous Content,1
76,Ann & Robert H. Lurie Children’s Hospital of Chica...,1
964,Syracuse University,1
965,Syrinx,1
966,Systems & Technology Research,1
967,T. Rowe Price,1
968,TAG,1
969,TD Ameritrade,1
970,TDMK Digital,1
75,Animoto,1
765,NuSources,1
70,American Well,1
73,Analysis Group,1
976,Takeda Pharmaceuticals,1
977,Talan,1
978,Talent Solutions Group,1
979,Talent Table,1
72,Analog Devices,1
981,"Technomic, Inc.",1
982,Teikametrics,1
71,Amplicare,1
984,Tellic LLC,1
1013,The William Everett Group,1
1014,Theradynamics,1
1016,Thomas Publishing,1
43,Aetion,1
47,Akamai,1
1047,Turano Baking Company,1
1048,Tuva,1
1050,"Two Sigma Investments, LLC.",1
1051,Tyson Foods,1
1052,U.S. Bank,1
1053,"U.S. District Court, Eastern District of New York",1
45,Ahold Delhaize USA,1
1055,UBS,1
44,Agentis Energy,1
1059,UNICEF,1
1017,ThoughtWorks,1
1060,UP Education Network,1
1061,US Cellular,1
1062,US Department of Transportation,1
1063,US Imaging Network,1
1064,USA Vein Clinics,1
41,Adtalem Global Education,1
40,Aditya Birla Group,1
1067,UncommonGoods,1
1068,Unified,1
1069,Unified Enterprise Corp,1
48,Akava,1
1044,Trunk Club,1
50,Alchemy Software Solutions,1
1042,True Value Company,1
1018,ThriveHive,1
1019,Ticketmaster,1
1020,Tiger Analytics,1
1021,Tilting Point,1
1022,"TissueVision, Inc.",1
1023,Toast,1
1024,Tolemi,1
1025,Tory Burch,1
1026,Towerstream,1
1027,Townsquare Media,1
1028,TransPerfect,1
57,AllazoHealth,1
1031,Travel Leaders Group,1
56,AllWays Health Partners,1
55,"Alkermes, Inc.",1
54,AlixPartners,1
1035,Tribune Publishing,1
1036,"Trinity Partners, LLC.",1
51,Alegeus Technologies,1
1040,Triverus Consulting,1
1041,True Value,1
766,Nuance,1
753,Nividous,1
764,Novelis,1
477,Graycor Services,1
270,Cloudsquare,1
269,Cloudflare,1
268,Cloudburst Media,1
470,Goldfinch Bio,1
267,Cloudbot,1
266,Clinical Solutions Group,1
473,Gordon Food Service,1
474,Grandview Analytics,1
475,Granite Telecommunications,1
476,Gravyty,1
478,Great Bay Staffing Group,1
465,"Global Systems Search, Inc",1
479,Great Wolf Lodge,1
480,Greater Buffalo United Accountable Healthcare Netw...,1
481,Groundwater & Environmental Services,1
265,ClinEdge,1
484,Guaranteed Rate,1
485,Guardian Debt Relief,1
486,HBR Consulting,1
262,Clear Street,1
261,Clean Harbors,1
260,Clarity Insights,1
466,Globalgaps Solutions,1
464,Global Data Sciences,1
491,Hachette Book Group,1
451,Galen Healthcare Solutions,1
439,Fraank Systems,1
441,Franciscan Communities Inc.,1
442,Free People,1
443,FreshDirect,1
444,Friendly Consultants,1
445,Further Enterprise Solutions,1
447,Fuze,1
448,GSN Games,1
449,GULF OIL,1
450,"Gabriel, Roeder, Smith & Company",1
273,Cogito Corporation,1
463,Global Brands Group,1
453,Gay Men's Health Crisis,1
454,Gedeon GRC Consulting,1
455,Gelber Group,1
456,General Assembly,1
457,Generation Bio,1
458,Genscape Careers,1
459,George Jon,1
272,Codifyd,1
271,CoStar Group,1
462,Glassview Media,1
258,City of Chicago Inspector General's Office,1
257,City of Boston,1
546,Ichor Therapeutics Inc,1
533,IHS Markit,1
522,Hospital IQ,1
523,Houghton Mifflin Harcourt,1
239,Centric Brands,1
238,Center For Health Information And Analysis,1
527,IANS,1
528,IBKR,1
235,Cenergy International Services,1
530,ICF,1
234,Celonis SE,1
532,IGC Inc.,1
534,IIT Research Institute,1
520,Honeywell,1
233,Celmatix,1
232,Celltime Inc,1
537,INEVITABLE ENTERPRISE's Client,1
538,INFUSEmedia,1
539,INTL FCStone,1
540,"IPC Systems, Inc.",1
541,IPsoft,1
231,"Celldex Therapeutics, Inc.",1
543,ISCI,1
544,ISMIE Mutual Insurance Company,1
521,Hopjump,1
519,"Honcker, Inc",1
493,"Harris & Harris, Ltd.",1
247,Chicago Botanic Garden,1
494,Hartford Steam Boiler,1
255,Citadel Securities,1
496,"Harvard Bioscience, Inc",1
497,Harvard Medical School,1
254,Cision US,1
252,Cimpress/Vistaprint,1
500,Hassett Express,1
251,Chicago Trading Company (CTC),1
502,Hawksearch,1
249,Chicago State University,1
506,HealthJoy,1
240,Centric Consulting,1
507,HealthSmart,1
509,Healthsmart Preferred Care,1
244,Charles Hudson Technology Solutions,1
511,Heath Management Systems,1
243,Charles Alan Ltd,1
513,HelloFresh,1
242,Chamberlain College of Nursing,1
515,HighTower Advisors,1
241,Cervello Inc,1
517,Hitachi Vantara,1
438,Fox Corporation,1
278,Columbia College Chicago,1
280,Column Group,1
368,Dropbox,1
357,"Discovery Communications, LLC",1
358,Disney Streaming Services,1
359,Domino Data Lab,1
360,Dotdash,1
361,Dover Corporation,1
363,Downtown Music Publishing,1
313,Craftsman Technology Group LLC,1
312,"Cozzini Bros., Inc.",1
366,Drift,1
311,Cox Media Group,1
369,DrugDev,1
316,Cresa,1
370,DuPage County Government,1
372,Dunn Solutions Group,1
309,Cortland Capital Market Services LLC,1
374,Dynamic Yield,1
308,Corporate Settlement Solutions,1
376,EF Educational Tours,1
377,EMD,1
378,EQUINOX,1
379,"ERGO Interactive, Inc.",1
307,Coriolis People,1
315,Credit Ninja,1
353,Devoted Health,1
281,ComPsych,1
340,Datto Inc.,1
326,Cyber Tech Group,1
330,DESTACO,1
331,DIGITALiBIZ,1
332,DISH Network,1
325,Cvent,1
324,Cushman & Wakefield,1
335,Dashlane,1
337,DataKitchen,1
322,CrowdTwist,1
339,Datassay,1
341,Daugherty Business Solutions,1
319,Critical Project Services,1
342,DePaul University,1
343,DeSales Media Group,1
344,Dean Foods,1
345,"Decibel Therapeutics, Inc.",1
321,Crossmedia,1
347,Delaware North,1
320,"Crop One Holdings, Inc.",1
349,DemystData,1
350,Denodo Technologies,1
351,Dentsu Aegis Network,1
306,Copyright Clearance Center,1
382,EagleView,1
305,Cook County Sheriff’s Office,1
421,Federal Bureau of Investigation,1
294,Conagra Brands,1
293,ConServe,1
412,Exponent,1
413,F18 consulting,1
414,FC Construction Services,1
292,Computing Concepts Inc,1
291,Computer Technology Services,1
289,"Community Foundation of Northwest Indiana, Inc.",1
419,Fairygodboss,1
287,Commonwealth Financial Network,1
286,Commonwealth Care Alliance Inc,1
384,Edelman,1
284,Comite Center for Precision Medicine,1
424,Federal Reserve Bank of New York,1
426,First Industrial Realty Trust,1
282,Combined Insurance,1
428,Five Star Senior Living,1
429,Flatiron Health,1
430,Flow Software Inc.,1
431,Fooda,1
432,Fora Financial LLC,1
433,Foreground Security,1
409,Exegistics,1
408,Excellent Business Consultants,1
296,Conductor,1
406,Everytown for Gun Safety,1
385,Edmit,1
386,Electro Switch Corp,1
387,Elemental Machines,1
304,Conversant Media,1
389,Embark Veterinary,1
390,EmblemHealth,1
391,Emerson,1
303,Converge,1
393,Empire Merchants Metro,1
394,Enablement Data,1
395,Endurance Warranty Services,1
396,Enel Green Power North America,1
397,EnergySage,1
302,Continuus Technologies,1
399,Environmental Group Services,1
301,Continental Service Group,1
300,Context Labs,1
402,Essence,1
299,"ConstructConnect, Inc",1
404,Etsy,1
298,Constellation Brands,1
545,IT Excel,1
230,Celect,1
146,Blue Apron,1
187,BuzzFeed,1
683,Mindcircuit,1
191,CCC Information Services Inc.,1
685,Mitre Corporation,1
686,Mobile Heartbeat,1
687,Moffatt & Nichol,1
689,MongoDB,1
189,C3.ai,1
188,C Space,1
692,Motivate,1
693,Mount Sinai,1
695,Mullen,1
681,Milliman,1
696,Myriad Technical Services Corp,1
186,Buyers Edge Platform,1
698,NCH Marketing Services,1
699,NDVR,1
700,NEW AGE SOFTWARE SERVICES CORP.,1
185,Butterfly Network,1
184,Burwood Group,1
703,NTT DATA Services,1
704,NYC Data Science Academy,1
183,Burns & McDonnell,1
682,Millipore Sigma,1
680,Miller & Milone P.C.,1
181,Bunge,1
667,MedPro Group,1
657,Mattersight,1
658,MayStreet,1
659,Maya Technologies Inc,1
660,"Mayer Brown, LLP",1
198,COPE Health Solutions,1
662,McCann Complete Medical,1
663,McCann Health,1
197,CNH Industrial,1
196,CMI/Compas,1
666,McLean Hospital(MCL),1
668,MedTouch,1
192,CDM Smith,1
669,MediQuire,1
670,MediaAgility,1
671,Medisafe,1
195,"CGS Administrators, LLC",1
673,Meetup,1
194,CGI Veterans Jobs,1
675,Mercy Health System of Chicago,1
676,Merkle Inc.,1
193,CDPHP,1
678,Michael Kors,1
706,NYSTEC,1
709,National Association of Insurance Commissioners (N...,1
229,Cayuga Medical Associates,1
748,Nexient,1
166,Brad's Deals,1
739,New York District Attorney's Office,1
165,Bowery Valuation,1
164,Boston Women's Workforce Council,1
742,New York State Psychiatry Institute,1
743,New York Stem Cell Foundation,1
161,Boston Scientific Corporation,1
160,Boston Public Health Commission,1
746,NewYork-Presbyterian Hospital,1
747,NewsCred Freelance,1
159,Boston Private Bank & Trust,1
736,New York City NYC EMPLOYEES RETIREMENT SYS,1
158,Boston NeRVe,1
752,Ninestone Corporation,1
328,D&W Fine Pack,1
155,Boston Dynamics,1
152,Bluecore,1
151,BlueCross BlueShield of WNY,1
150,BlueConic,1
758,Northern Westchester Hospital,1
759,Northland Investment Corporation,1
762,Novanta,1
167,BrandFWD,1
735,New York City MAYORS OFFICE OF CONTRACT SVCS,1
710,National Association of REALTORSÂ®,1
721,Networked Insights,1
711,National Debt Relief,1
712,National Football League,1
713,National Marine Manufacturers Association,1
714,National Restaurant Association,1
715,National September 11 Memorial & Museum,1
716,Natural Resources Defense Council,1
717,Naval Nuclear Laboratory,1
180,Brunswick Corporation,1
719,Net at Work,1
179,Bruin Group,1
722,New Classrooms,1
733,New York City FIRE DEPARTMENT,1
178,"Brown and Joseph, LLC",1
176,Brooklyn Risk Advisors,1
175,Brookhaven National Laboratory,1
174,Brookdale University Hospital Medical Center,1
171,Brightcove,1
728,New York City DEPT OF INFO TECH & TELECOMM,1
729,New York City DISTRICT ATTORNEY KINGS COUNTY,1
730,New York City Department of Education,1
